date,cpi_index_2015_100
2019-12-01,105.8176
2020-01-01,105.2175
2020-02-01,105.5338
2020-03-01,105.7447
2020-04-01,105.8501
2020-05-01,105.8501
2020-06-01,105.9555
2020-07-01,105.1121
2020-08-01,105.1121
2020-09-01,105.1121
2020-10-01,105.323
2020-11-01,105.1121
2020-12-01,105.2175
2021-01-01,106.4827
2021-02-01,107.1152
2021-03-01,107.6424
2021-04-01,107.9587
2021-05-01,108.1695
2021-06-01,108.4858
2021-07-01,109.01299999999999
2021-08-01,109.1184
2021-09-01,109.4347
2021-10-01,109.9618
2021-11-01,110.1727
2021-12-01,110.3835
2022-01-01,110.9107
2022-02-01,111.7541
2022-03-01,113.9681
2022-04-01,114.7061
2022-05-01,115.7604
2022-06-01,115.7604
2022-07-01,116.2875
2022-08-01,116.7092
2022-09-01,118.8178
2022-10-01,119.6612
2022-11-01,119.8721
2022-12-01,119.3449
2023-01-01,120.5047
2023-02-01,121.4535
2023-03-01,122.4024
2023-04-01,122.9295
2023-05-01,122.8241
2023-06-01,123.1404
2023-07-01,123.4566
2023-08-01,123.8784
2023-09-01,124.1946
2023-10-01,124.1946
2023-11-01,123.6675
2023-12-01,123.7729
2024-01-01,123.9838
2024-02-01,124.5109
2024-03-01,125.0381
2024-04-01,125.6706
2024-05-01,125.7761
2024-06-01,125.8815
2024-07-01,126.3032
2024-08-01,126.1978
2024-09-01,126.1978
2024-10-01,126.7249
2024-11-01,126.4086
2024-12-01,127.0412
2025-01-01,126.8304
2025-02-01,127.3575
2025-03-01,127.7792
